Disease,Genes,id,did,Summary
autosomal recessive congenital ichthyosis,['CASP14'],MESH:D017490,DOID:0060655,An ichthyosis that is characterized by autosomal recessive inheritance and abnormal skin scaling over the whole body due to a defect in keratinization.
autosomal recessive cutis laxa type IC,['LTBP4'],MESH:C567716,DOID:0070139,A autosomal recessive cutis laxa type I that has_material_basis_in homozygous or compound heterozygous mutation in the LTBP4 gene on chromosome 19q13.
autosomal recessive cutis laxa type III,['ALDH18A1'],MESH:C535990,DOID:0070143,"A cutis laxa characterized by a progeria-like appearance, ophthalmologic abnormalities, large and late-closing fontanel, joint hyperlaxity, athetoid movements, hyperreflexia, growth retardation, intellectual deficit, developmental delay, corneal clouding, and cataract."
autosomal recessive distal hereditary motor neuronopathy 2,['SIGMAR1'],MESH:C535715,DOID:0111065,A spinal muscular atrophy characterized by autosomal recessive inheritance of distal muscle weakness and muscle wasting primarily affecting the upper and lower limbswith onset typically in the first decade of life that has_material_basis_in homozygous mutation in the SIGMAR1 gene on chromosome 9p13.
autosomal recessive distal hereditary motor neuronopathy 4,['PLEKHG5'],MESH:C567023,DOID:0111213,An autosomal recessive distal hereditary motor neuronopathy characterized by onset in early childhood of rapidly progressing proximal muscle weakness with an early involvement of foot and hand muscles that has_material_basis_in homozygous or compound heterozygous mutation in PLEKHG5 on 1p36.31.
autosomal recessive polycystic kidney disease,['PKHD1'],MESH:D017044,DOID:0110861,"A polycystic kidney disease characterized by the presence of multiple cysts located_in the kidney resulting from ciliopathy that disrupts the function of primary cilium, inherited in an autosomal recessive fashion."
autosomal recessive spinocerebellar ataxia 4,['VPS13D'],MESH:C537310,DOID:0111611,"An autosomal recessive cerebellar ataxia characterized by ataxic gait with spasticity, hyperreflexia of the lower limbs, and mitochondrial defects that has_material_basis_in homozygous or compound heterozygous mutation in the VPS13D gene on chromosome 1p36.22-p36.21."
autosomal recessive spinocerebellar ataxia 8,['SYNE1'],MESH:C565188,DOID:0111618,"An autosomal recessive cerebellar ataxia characterized by slowly progressive neurodegeneration resulting in gait ataxia and other cerebellar signs, spasticity, secondary musculoskeletal abnormalities, and ocular movement anomalies that has_material_basis_in homozygous or compound heterozygous mutation in SYNE1 on chromosome 6q25.2."
autosomal recessive thrombophilia due to protein C deficiency,[],MESH:C567353,DOID:0111904,"A protein C deficiency characterized by typically early onset of venous thrombosis although in some cases it may have a milder, later onset that has_material_basis_in homozygous or compound heterozygous mutation in the PROC gene on chromosome 2q14.3."
avian influenza,"['PTGS2', 'MX1', 'ACE2']",MESH:D005585,DOID:4492,"An influenza that results in infection located in respiratory tract of humans, domestic and wild birds, has_material_basis_in Influenza A virus, which is transmitted by contact with infected poultry. Five strains of avian influenza A viruses (H5N1, H7N3, H7N2, H7N7 and H9N2) are known to cause human infections. The infection has_symptom fever, has_symptom cough, has_symptom sore throat, has_symptom muscle aches, has_symptom nausea, has_symptom diarrhea, has_symptom vomiting, has_symptom neurologic changes, has_symptom pneumonia, and has_symptom acute respiratory distress."
axial spondylometaphyseal dysplasia,['CFAP410'],MESH:C535795,DOID:0112299,"A spondylometaphyseal dysplasia characterized by postnatal growth failure, metaphyseal changes of truncal-juxtatruncal bones, and retinal abnormalities that has_material_basis_in homozygous or compound heterozygous mutation in the CFAP410 gene on chromosome 21q22.3."
azoospermia,"['BRDT', 'ERCC1']",MESH:D053713,DOID:14227,A male infertility disease characterized by the absence of any measurable level of sperm in semen.
bacterial infectious disease,"['HLA-DRB1', 'MBL2', 'DOCK8']",MESH:D001424,DOID:104,"A disease by infectious agent that results_in infection, has_material_basis_in Bacteria."
bacterial meningitis,"['PARP1', 'MMP9']",MESH:D016920,DOID:9470,A meningitis that has_material_basis_in a bacterial infection.
bacterial pneumonia,"['CSF3', 'MBL2', 'IL1B']",MESH:D018410,DOID:874,A pneumonia involving inflammation of the lungs caused by bacteria.
bacterial vaginosis,['MBL2'],MESH:D016585,DOID:3385,A vaginitis that is characterized by a grayish vaginal discharge usually of foul odor and the presence of Gardnerella vaginalis.
basal cell carcinoma,"['TP53', 'PTCH1', 'RASA1', 'VDR', 'SMO', 'BAP1', 'CRNKL1', 'OCA2', 'CTCF', 'SHH', 'CTLA4']",MESH:D018295,DOID:2513,A skin carcinoma affecting basal cells.
basal ganglia calcification,"['PDGFB', 'MYORG', 'SLC20A2', 'XPR1', 'JAM2', 'PDGFRB']",MESH:C536275,DOID:0060230,"A basal ganglia disease characterized by the presence of abnormal calcium deposits of unknown cause in the brain; has symptom dementia, psychosis, mood swings and loss of acquired motor skills."
basal ganglia disease,['FTL'],MESH:D001480,DOID:679,"A brain disease that is characterized by dysfunctional movement, located_in basal ganglia that has_material_basis_in diseased components of the basal ganglia and associated neural circuits."
basal laminar drusen,[],MESH:C563034,DOID:0060746,A retinal drusen characterized by yellow-white deposits (drusen) that accumulate beneath the retinal pigment epithelium on Bruch membrane and that has_material_basis_in mutations in the CFH gene on chromosome 1q31.3.
benign neonatal seizures,"['KCNQ3', 'ATP1A2', 'KCNQ2']",MESH:D020936,DOID:14264,A neonatal period electroclinical syndrome that is characterized by tonic-clonic seizures in newborns occurring within the first seven days of life and ceasing within the first 15 weeks of life and has_material_basis_in autosomal dominant inheritance of voltage-gated potassium channels or a chromosomal inversion.
benign recurrent intrahepatic cholestasis 2,['ABCB11'],MESH:C535934,DOID:0070232,A benign recurrent intrahepatic cholestasis characterized by autosomal recessive inheritance that has_material_basis_in mutation in the ABCB11 gene on chromosome 2q31.
berylliosis,"['BTNL2', 'CCR5', 'TGFB1']",MESH:D001607,DOID:10322,A pneumoconiosis that involves allergic response located_in lungs caused by inhalation of beryllium compounds.
bestrophinopathy,['BEST1'],MESH:C567518,DOID:0050662,"A macular degeneration that is characterized by central vision loss, an absent electrooculogram light rise and a reduced electroretinogram, has_material_basis_in autosomal recessive inheritance of homozygous or compound heterozygous mutation in the BEST1 gene on chromosome 11q12."
beta thalassemia,"['BCL11A', 'COL1A1', 'GATA1', 'GSTT1', 'HBB', 'GH1', 'HBS1L']",MESH:D017086,DOID:12241,A thalassemia characterized by the reduced or absent synthesis of the beta globin chains of hemoglobin.
beta-ketothiolase deficiency,['ACAT1'],MESH:C535818,DOID:14723,"An amino acid metabolic disorder characterized by inability to process isoleucine and ketones, has_symptom recurrent ketoacidotic attacks in infancy marked by vomitting, lethargy, dehydration, and seizures, and has_material_basis_in mutation in the ACAT1 gene of chromosome 11q22.3 responsible for producing the ACAT1 enzyme in mitochondria, which processes isoleucine and ketones."
beta-mannosidosis,['MANBA'],MESH:D044905,DOID:3633,A lysosomal storage disease that has_material_basis_in deficiency of the beta-A-manosidase enzyme resulting in the disruption of N-linked glycoprotein oligosaccharide catabolism.
bicuspid aortic valve disease,['GATA5'],MESH:D000082882,DOID:0080332,An aortic valve disease that is characterized by the presence of abnormal two-leaflet aortic valve in at least 2 first-degree relatives.
bilateral optic nerve hypoplasia,['PAX6'],MESH:D000080344,DOID:0111531,An optic nerve disease characterized by isolated optic nerve hypoplasia or aplasia that has_material_basis_in heterozygous mutation in the PAX6 gene on chromosome 11p13.
bile duct adenoma,[],MESH:D002759,DOID:5381,A biliary tract benign neoplasm that results_in a small firm white nodule with multiple bile ducts that are located_in a fibrous stroma.
bile duct cancer,['APOB'],MESH:D001650,DOID:4606,A biliary tract cancer that is located_in the bile duct.
biliary atresia,"['SPP1', 'ICAM1', 'IL18']",MESH:D001656,DOID:13608,A cholestasis characterized by blockage of the ducts that carry bile from the liver to the gallbladder.
biliary tract cancer,['CYP1A1'],MESH:D001661,DOID:4607,A hepatobiliary system cancer that results_in malignant growth located_in the gallbladder or located_in the bile duct.
bilirubin metabolic disorder,"['ABCC2', 'SOD2', 'HGF', 'SLCO1B3', 'UGT1A1', 'SLCO1B1']",MESH:D006932,DOID:2741,An inherited metabolic disorder that involves elevated levels of bilirubin resulting from disruption of bilirubin metabolism.
biotin-responsive basal ganglia disease,['SLC19A3'],MESH:C537658,DOID:0050659,"A basal ganglia disease that is characterized by recurrent subacute encephalopathy, has_symptom confusion, has_symptom seizure, has_symptom ataxia, has_symptom dystonia, has_symptom supranuclear facial palsy, has_symptom external ophthalmoplegia, and has_symptom dysphagia."
biotinidase deficiency,[],MESH:D028921,DOID:856,"A multiple carboxylase deficiency that involves a deficiency in biotinidase as the body is not able to use biotin and results in biotin deficiency, and has_material_basis_in homozygous or compound heterozygous mutation in the BTD gene on chromosome 3p25."
bipolar disorder,"['DAOA', 'GRIN2A', 'SLC6A4', 'PPP1R1B', 'HTR2C', 'DISC1', 'MBL2', 'NRG1', 'AKT1', 'AVPR1B', 'SSTR5', 'CCL2', 'BRD1', 'GCH1', 'IMPA2', 'ANK3', 'SLC18A1', 'SYNE1', 'KAT6B', 'GSK3B', 'CHRM2', 'GABRA3', 'GRIN2B', 'COMT', 'ATP1A3', 'NCAM1', 'GAD1']",MESH:D001714,DOID:3312,A mood disorder that involves alternating periods of mania and depression.
birdshot chorioretinopathy,['HLA-B'],MESH:D000080365,DOID:0111079,"A posterior uveitis characterized by multiple small, hypopigmented, cream-colored choroidal lesions scattered symmetrically in the fundus primarily around the optic disc that presents in patients as blurred vision, floaters, photopsia, scotoma and nyctalopia."
bladder disease,['CHRM3'],MESH:D001745,DOID:365,A urinary system disease that is located_in the bladder.
"blepharophimosis, ptosis, and epicanthus inversus syndrome",['FOXL2'],MESH:C562419,DOID:14778,"A syndrome characterized by blepharophimosis, ptosis, epicanthus inversus, and telecanthus with (type I) or without (premature ovarian failure) that has_material_basis_in heterozygous or rarely homozygous mutation in the FOXL2 gene on chromosome 3q22.3."
"blepharophimosis-intellectual disability syndrome, SBBYS type",['KAT6B'],MESH:C536717,DOID:0060290,"A Ohdo syndrome that is characterized by blepharophimosis, ptosis and intellectual disability."
blepharospasm,['DRD5'],MESH:D001764,DOID:529,"A focal dystonia that is characterized by the involuntary, forcible contraction of the muscles controlling eye blinks."
blood platelet disease,"['EPHB2', 'CD36', 'ITGB3', 'GP6', 'TBXA2R', 'TPM4', 'FLI1']",MESH:D001791,DOID:2218,A blood coagulation disease that is characterized by an abnormal increase or decrease in platelets or platelet dysfunction.
blue color blindness,['OPN1SW'],MESH:D003117,DOID:11661,"A color blindness that is characterized by a selective deficiency of blue vision, has_material_basis_in autosomal dominant inheritance of a mutation in the OPN1SW gene and is associated with a deficiency or absence of blue-sensitive cone photoreceptor function."
bone disease,"['FGF2', 'EPHX1']",MESH:D001847,DOID:0080001,A connective tissue disease that affects the structure or development of bone or causes an impairment of normal bone function.
bone marrow disease,['GSTP1'],MESH:D001855,DOID:4961,A hematopoietic system disease that is located_in the bone marrow.
borderline personality disorder,['TPH1'],MESH:D001883,DOID:10930,A personality disorder that involves a prolonged disturbance of personality function characterized by depth and variability of moods.
brachial plexus neuritis,['SEPTIN9'],MESH:D020968,DOID:3689,"A brachial plexus neuropathy that affects the chest, shoulder, arm and hand."
brachydactyly,"['HOXD13', 'SLC26A2']",MESH:D059327,DOID:0050581,A dysostosis characterized by short fingers and toes.
brachydactyly type A1,"['IHH', 'GDF5']",MESH:C537088,DOID:0110964,A brachydactyly characterized by rudimentary or fused middle phalanges of all the digits and shortened proximal phalanges of the thumbs and big toes.
brachydactyly type A2,"['BMP2', 'BMPR1B', 'GDF5']",MESH:C537089,DOID:0110965,A brachydactyly characterized by autosomal dominant inheritance of malformations of the middle phalanx of the index finger and anomalies of the second toe that has_material_basis_in heterozygous mutation in the BMPR1B gene on chromosome 4q or in the GDF5 gene on chromosome 20q11 or heterozygous duplication in a regulatory element of BMP2 on chromosome 20p12.
brachydactyly type C,['GDF5'],MESH:C537093,DOID:0110970,"A brachydactyly characterized by rachymesophalangy of the index, middle and little fingers, hyperphalangy of the index and middle finger, and shortening of the 1st metacarpal that has_material_basis_in heterozygous mutation in the GDF5 gene on chromosome 20q11."
brachydactyly-syndactyly syndrome,['HOXD13'],MESH:C565193,DOID:0050689,"A syndrome that is characterized by brachydactyly and syndactyly, has_material_basis_in heterozygous mutation in the HOXD13 gene on chromosome 2q31."
brain cancer,['TERT'],MESH:D001932,DOID:1319,A central nervous system cancer that is characterized by the growth of abnormal cells in the tissues of the brain.
brain disease,"['UNC93B1', 'DBR1', 'RANBP2', 'NUP214', 'MFF', 'TBK1', 'TICAM1', 'PPP2R2B', 'IRF3', 'CPT2', 'TRAF3']",MESH:D001927,DOID:936,A central nervous system disease that is located_in the brain.
brain edema,['SERPINF1'],MESH:D001929,DOID:4724,"A brain disease that is characterized by excess accumulation of fluid in the intracellular and/or extracellular spaces of the brain, has_symptom nausea, has_symptom vomiting, has_symptom blurred vision, has_symptom seizure, has_symptom coma."
brain infarction,"['HLA-DQA1', 'ALDH2', 'ADM', 'CYP2R1', 'ALOX5AP']",MESH:D020520,DOID:3454,"A cerebrovascular disease that is characterized by tissue necrosis located_in the brain, resulting from inadequate blood flow through the brain."
brain ischemia,"['IGF1', 'ANXA1', 'CSF3', 'ANGPT1', 'MDK', 'HSPA1B', 'PROZ', 'FGF1', 'PGF', 'SELE']",MESH:D002545,DOID:2316,An ischemia that is characterized by insufficient blood flow to the brain to meet metabolic demand.
branchiootorenal syndrome,"['SIX1', 'EYA1', 'PAX1']",MESH:D019280,DOID:14702,"A syndrome characterized by branchial arch anomalies (branchial fistulas, clefts, or cysts), hearing impairment, structural defects of the outer, middle, and inner ear, and renal abnormalities."
breast angiosarcoma,"['KDR', 'PIK3CA', 'PTPRB']",MESH:C536368,DOID:4511,An angiosarcoma and sarcoma of breast and vascular neoplasm of breast that is located_in the cells that line the blood vessels within the breast or underarm area.
breast cancer,"['MUC1', 'NOD2', 'EBAG9', 'CDH1', 'IL13RA2', 'SLC22A18', 'BCAS2', 'PRKAA1', 'BCL2L1', 'AKT1', 'HLA-DRB1', 'SOD2', 'BIK', 'CDK1', 'GSTM1', 'IFNG', 'PPM1D', 'RAD51', 'ADAM28', 'CTSD', 'APEX1', 'XRCC3', 'BRIP1', 'CYP1A1', 'ESR2', 'CYP1B1', 'ARID1A', 'FANCA', 'MMP8', 'EIF3H', 'AGTR1', 'NQO2', 'IL6', 'ADIPOQ', 'IKBKB', 'CYP19A1', 'TLR4', 'CDKN1B', 'HMMR', 'CTLA4', 'MSH2', 'TP53', 'ENG', 'GSTP1', 'MAP3K1', 'FANCC', 'IGFBP3', 'MKI67', 'XPO5', 'PON1', 'AREG', 'IL1B', 'CDH13', 'RASSF1', 'ADIPOR1', 'CLU', 'GPX1', 'KRT81', 'F10', 'HLA-DQA1', 'RNF20', 'AGT', 'SOX2', 'TCF7L2', 'PSEN2', 'CCND2', 'STAT3', 'CASP8', 'CYB5R3', 'CHEK2', 'CCR5', 'MMP3', 'BIRC2', 'KDM4B', 'UGT1A1', 'VDR', 'FGFR2', 'RAD54L', 'MGMT', 'TGFB1', 'ACSL3', 'CYP1A2', 'CBX7', 'KDM4C', 'MMP1', 'NFKB1', 'CCNB1', 'RUNX3', 'ALOX5AP', 'CYP2C19', 'NOS3', 'TNFAIP3', 'DUSP1', 'KAT6B', 'PTK2B', 'FAS', 'SNW1', 'COMT', 'GSTT1', 'BRCA1', 'LHCGR', 'CYP17A1', 'GNRH1', 'F5', 'CDKN2A', 'FOXA1', 'BRCA2', 'UBR5', 'GRB2', 'MANF', 'SHMT1', 'KDM5B', 'TWIST1', 'ADM', 'ACE', 'TLR2', 'RELB', 'MCPH1', 'WIF1', 'PTPN13', 'TSG101', 'NBN', 'IL18', 'ERCC1', 'RB1CC1', 'PIK3CA', 'PPP2R2B', 'ESR1', 'FANCD2', 'CAV1', 'TP73', 'CASP7', 'LTA', 'WRN', 'PAK1', 'PHB1', 'OGG1', 'NCOA6', 'BARD1']",MESH:D001943,DOID:1612,A thoracic cancer that originates in the mammary gland.
